idCustomer;PointsCustomer;flEmail
c27bd13a-5a38-46e9-b6d0-f9584ebe2039;110;0
2e831413-2bd2-4e91-ad83-8f7742506c77;50;0
b13d589c-8017-4481-81b1-b99bf935b949;50;0
870763d5-0b10-434c-840e-b1347523760f;119;0
d37bc550-dde0-470d-a19a-7e7c287a985b;1;0
0783d883-f10d-40d3-885c-5f3dadf8f276;119;0
d9cf4da4-e04a-4310-a968-514a00fb3458;50;0
e2193a65-7851-42ce-b36a-6bd028a1ac78;51;0
9f369c6d-9509-4723-8e6c-999045e07920;50;0
2aa71ff1-515b-4d18-af92-fa9389a63cc5;252;0
91009f87-e4ab-4d6e-b965-a665e327aaf3;15;0
bef9264e-1e65-44ec-a56e-3127b77b121e;4;0
761ea46d-5aec-48a3-b6f1-05f1902ac849;353;0
dd5046b7-61ad-4faf-a4ca-d37f3c8bc431;54;0
f3b847fe-cef8-4b6f-836a-cee46e96d46a;107;0
e33e2ae2-f396-45cf-8cf6-fef5407f49fb;0;0
a309cc31-1a36-440a-b5d8-67dd58aff38b;52;0
2d5e52c9-1a65-4d31-9ba0-c441b3ad9824;254;0
f46b7c0a-f576-469f-97c1-3cd681a72861;0;0
2ddd2ecb-b06a-447b-afd3-ef19987be8b2;50;0
64d81faa-a9d4-44b5-a925-f5791b7dc3ca;50;0
82bf934b-577e-4d06-9148-b758656e2d36;2749;0
6a143f4c-dea2-48df-9772-6f631dd86789;104;0
41cbe7cd-708e-4b69-b627-50148a3b5ee2;79;0
e1e40be7-1637-40ea-b278-9c6e214a6f9b;651;0
927cac17-061b-4ea9-96d6-b66f7d9fd676;0;0
11605b63-e9a1-4812-bab8-1f25197cb83f;0;0
f27f1125-9635-44cb-8066-5f005304c717;59;0
086bc05e-8aab-41fd-b15c-3d5e46ebefb7;213;0
71357423-31c6-4566-bb51-9f8cee5064d3;234;0
c0177658-840c-48e2-a670-fab7592c382f;52;0
20bd648e-1f72-4eac-891f-19cc18bfb14e;150;0
77ca05cf-5968-4398-8032-01c061d0df79;136;0
f3a350ff-39f7-4b7e-8496-94470f4ef2fd;1;0
69120bcf-9ace-461d-aa0d-024a4d1e5a30;3;0
3c17dbb8-00ef-459b-ab9e-3f52bb62c39c;1041;0
b5d04277-3745-40b5-84a2-7e20cbc7d8ba;480;0
3534973b-223e-437a-9d6c-ab196d35649c;127;0
37b50721-cb1d-4670-ae60-5d54ff5aaf8c;1;0
3d2e2ebd-a606-4800-94d7-8ea656655a78;411;0
ae4d0b0d-ba15-4230-b361-607335fea41e;154;1
933a9225-7a00-4981-a632-5ef4c7528602;152;0
dd627d2b-e81f-4f2e-97fd-9964561bd335;780;0
711af125-fa0f-4680-8bb3-421b1b4bcd82;9;0
7bdba15b-8180-449b-8307-5e82dbb8726d;723;0
8d9cea56-5180-4815-a832-5ada2b512a17;927;0
26d66102-507e-4d62-a994-82e57be1f38e;241;0
3ed698a1-a7bf-4ad4-b69e-01223d9ccba1;61;0
c3454a19-be36-4063-9ed2-a42a4c6f10c1;110;0
1a9d3d94-d7db-4b9e-a4ad-ccea7177deef;102;0
0676528b-8214-4832-9f82-0383b61dca07;54;0
918f9b8f-7f15-4823-9ad1-a69db1c40414;87;0
421426ce-b96f-4b90-b589-f04d4d5c5e7b;0;0
184af1c9-a665-412e-86be-7d325c3a91e1;51;0
832fc9a7-6f15-4727-93e1-a9aaf29d97fd;51;0
d217b9b2-91f2-4f8e-922f-66a5cb51ac5f;0;0
3f7f4584-bcbf-49f3-86d9-89743a34a41a;53;0
4a45da02-85fd-495c-83f0-f02612235417;0;0
7e774d02-2716-4d22-97b2-14aa303cd1c2;1033;0
487cb216-6fca-45d9-b298-1dff756100a3;156;0
9da08534-cc1a-4b34-981e-58cd4c96f08b;50;0
fa67e1f3-c5be-46c9-925e-84c709820d9b;50;0
397170d0-05fb-4e36-8dd9-8caa30a42d82;112;0
986cc0d3-ce4a-4374-8b1d-3c4f85ad5349;311;1
84ebaaf3-fffd-4240-8c5c-66f13ad2d885;50;0
182b7bc1-3e07-4962-9eb8-078d128efec3;0;0
26fbd9e1-02ab-41b0-b493-43edd0bc7d20;53;0
135d7c55-3c7e-4c7f-b9ad-2d335c5a6fdf;53;0
76eb6d2b-ae48-4865-9927-d0750f289080;67;0
e617ba66-d354-4550-a289-20b9039c697a;101;0
a69e33a3-3b50-413c-a2bb-96dd5cb28511;0;0
f8d62abf-8c86-47e4-bc88-923305df2216;100;0
5e27c376-075e-41a7-91a9-06c03b689c70;56;0
9a39e822-8e25-4c0a-a8b2-aa0cb0aa9d8f;52;0
014b7774-561a-4a58-93d7-070667df90fb;126;0
11d0932f-c762-4d6d-b6d6-dd38743fcd46;54;0
ec5202a6-14ae-47d3-885c-4ba731d10d0f;267;0
025f30ce-4b1b-429f-b92b-5b3f7003699f;50;0
fbd9b6fd-0b1a-436c-822e-7c4dd4fe0c70;50;0
a9568c66-1430-4a80-a765-e9690a5a2030;50;0
45b06413-9293-453f-ba4a-c7d91beac683;51;0
2bdc5d64-d11a-4032-ae87-9c0dfe24095c;50;0
ca2f06a5-1d95-40eb-a005-6cac9653f392;0;0
f02b0d58-17a4-480f-8b5d-d18d1f5dd527;66;0
fcbb3e3a-e147-4a13-9f24-80e33f3ae194;387;0
f420634e-7049-4565-a2fb-1967a9831848;0;0
c026a5a1-d6ea-45a8-a8ed-8822943c2e90;155;0
4e931d86-053c-42f7-a2eb-18024f183682;112;0
98df57f1-9a9e-4698-b3b5-29cd470d47de;100;0
8f70494d-a8e2-4dbf-9425-a0af80fe26ec;101;0
95a347c3-063f-4bbc-b7f5-ed3782a53a8f;0;0
e3bd16fa-ff94-4a76-bf60-93ff8744d83e;1349;0
048f3edb-eeec-4105-8849-0d7f21013add;683;0
ef872791-68bd-443e-8ea7-54987bedfbbc;100;0
3bab0b89-47b6-45cc-bafa-aec1962c6dde;100;0
5d62190b-e070-4867-ba93-7114661138d6;57;0
e11a8817-30f5-417d-9ee8-e227fd20cdcb;207;0
9a2ff4cb-b511-4c6b-af88-eadf709a7e40;53;0
2a9d46a4-b1f2-4f27-8f5d-66afb935af68;50;1
c82effb8-3951-4752-b834-d42175dcae8b;1065;0
f0af7e87-2a98-45b8-b70b-9ee6320b44ee;50;0
d1fc0041-ff07-4771-b9de-6af785270fa1;155;0
27e740f7-0789-4199-b15a-1b982dc7aa1e;50;0
0f0a175d-b72a-4347-a0ce-1d8c7c92fb11;51;0
ce0f9a00-3862-40ee-84bc-1aba65c19e15;1400;0
a3cff0e1-e81b-4110-876a-6f7485494702;455;0
f8b5c3c6-8c29-4dba-86da-abb193814fce;50;1
48202b85-7b5a-491f-aa00-b7d26086131c;52;0
c3bbfc66-7883-47c0-ae59-f7c1efa7aaa6;104;0
498e50dd-8541-47db-9b38-d38d63d2044c;101;0
2d7f6b3f-9366-44c1-9663-beb5f7e1254e;4970;0
36b941ef-6297-44cc-827b-b9fb53efb2bc;531;0
2a3678b3-fd5e-4676-a4ec-cdf90a0ad2da;52;0
d11da85d-0a47-460e-bb63-288645044458;52;0
c2c87bbe-1817-4262-9035-8113ee577d05;151;0
7cd2bb20-4b55-4135-96ec-3e64415d8c69;654;0
c2fbc377-664c-43a3-83ff-3e529ee1bafe;50;0
c18cd53e-ef78-4c68-b21e-fc4559310439;55;0
4285b529-8acf-41f3-8ea8-3bd31d90dbbb;202;0
f6294127-af5b-4e91-8195-e00765056e0f;51;1
b5a6c53c-edd4-4aa3-a723-6573df24a95f;114;0
e6dd2f10-61dc-4385-ba35-b7f4831b55f7;0;0
3aed7014-dd3e-4958-ac8b-97ecba810a0b;5;0
96619ca3-9111-4820-a50b-9916c212a2f8;1864;0
2eee0bb7-77ce-46c6-806d-2e186e948fc0;50;0
46d6f270-fb6b-4f0c-80a5-fada7f796fce;1376;0
ce22a2c4-3f5f-4248-9d2c-286c50033925;150;0
697adab9-513b-4f67-9cfa-b04fcf7c6baf;203;0
1e686f9e-cbc7-49c1-815c-1b7633cf5cf2;51;0
36a9834d-c55a-459e-aa81-7ae5b8d8376e;100;0
58a4cb1c-e1f1-4906-a86d-59736a95f50e;227;0
d7f869be-d47e-4980-870d-534cde97c00b;0;0
194282ca-358d-451b-9c86-30d4c797c231;2664;0
342e1fb2-8c79-4716-b304-9699f3cc8f97;54;0
dd07c211-ba13-494c-8d75-b28a5180a872;0;0
2040cfbb-150e-4a90-9482-4154b4567750;5;0
5a9490c5-6a19-42de-a09f-9e73408bc7f1;102;0
6c7b3b02-8b47-402d-b6d1-febcdda4c4f7;53;0
f2f73b14-bdf5-4302-bd3a-acf646ac5d9b;500;0
6d9fdde0-ce36-4d12-90ef-f14a4b712866;50;0
da9bbbc9-f995-413e-8825-ce1def7676e7;102;0
8a6d27ef-7fd0-4b04-affb-c78c40c18e55;200;0
ad57c4f2-0af4-49cd-96fb-02ab648e4515;50;0
d6f92668-964e-462c-93e9-25e7771a5852;1402;0
e651bd42-bad4-42ce-a402-a3907f98b9df;51;0
c34fb037-353b-490f-97d0-26dddf36f56c;403;0
45bbf295-bf97-4f9d-9d9c-a8f76c328608;13;0
0cec974f-3aac-4ff3-847e-0d157f367d6e;100;1
37208871-4ac4-4535-80f5-88edac047646;386;1
262bfa89-141a-46ea-acea-290a6a8bf89e;7;0
ac44cf40-f248-4ef8-a6b9-a4f833c6c0e3;51;0
253d96f2-3520-46e7-a3a4-5f7c5c9a7414;121;0
b4bbc54e-90bf-4fbf-ba9d-fd094bdf4aac;55;0
b9ee9c52-94b0-497a-a105-79c2f3285cfc;155;0
2a987450-6743-49ea-a7c3-2af9f52ee3a1;50;0
d9c66692-a570-4512-909f-db8aa8de202c;119;0
68dcec08-895e-4b52-b016-752038f7e2a4;1160;0
0705ab51-620a-4093-8771-9e7aaac39e0d;450;0
49387367-bc77-4164-9bf5-88b9b10785be;0;0
cfea5dcc-3405-4f01-aca4-5942e8e5cfbd;206;0
f64e033a-8407-4365-9b37-a4e67f9133f8;150;0
066c9fc6-f704-4165-a8f3-3d1968b0d4a3;3469;0
c401a1b5-d509-43e9-9eb1-c56bd9a3d5ad;0;0
9a5e42e6-60ee-4882-b1bc-5a0e65f49901;117;0
2cf08468-f3d1-4f03-966f-1e1a98b09ad9;0;0
75792660-3271-4dea-afa9-88e862ba54e7;454;1
de578185-9e5b-4036-b7a4-d17754f425e8;58;0
d1b6e0cf-e781-43c9-b542-1465b4b11cbb;53;0
57df423d-8502-4be5-8e20-838a5efdfb65;53;1
1614574e-7b0c-4a7c-90d9-ac53b7cf885f;50;0
7e81a49e-6b7a-4522-94fa-8f537b681ba3;345;0
